datetime,observer,polyid,surveyed,waypoint,nonpup_count,pup_count,water_count,adult_total,pup_total,air_temp,wind_speed,wind_direction,sky_condition,precip
2008-07-24 14:07:00,Withrow/Yano,JF15,1,JF15A,3,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF15,0,JF15B,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF15,0,JF15C,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,1,JF16H,120,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,0,JF16J,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,0,JF16K,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,0,JF16L,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,1,JF16CD,6,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,1,JF16EF,2,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF19,1,JF19BD,20,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2008-07-24 14:07:00,Withrow/Yano,Other,0,Other,NA,NA,,151,0,40s,5-15,NA,Overcast,No Precip
2005-08-10 16:34:00,Withrow,JF15,1,JF15A,0,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF15,0,JF15B,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF15,0,JF15C,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,0,JF16H,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,0,JF16J,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,0,JF16K,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,0,JF16L,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,1,JF16CD,0,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,1,JF16EF,17,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,1,JF16G,2,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,0,JF16A,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF19,1,JF19BD,61,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF19,0,JF19A,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF18,0,JF18A,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,JF16,0,JF16M,NA,NA,,,,NA,NA,NA,NA,NA
2005-08-10 16:34:00,Withrow,Other,0,Other,NA,NA,,80,0,NA,NA,NA,NA,NA
2003-08-06 18:15:00,Wells,JF15,1,JF15A,0,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF15,0,JF15B,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF15,0,JF15C,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,0,JF16H,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,0,JF16J,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,0,JF16K,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,0,JF16L,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,1,JF16CD,0,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,1,JF16EF,136,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,1,JF16G,2,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,0,JF16A,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF19,1,JF19BD,28,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF19,0,JF19A,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF18,0,JF18A,5,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,JF16,0,JF16M,NA,NA,,,,61-70,Calm,SE,LO,No Precip
2003-08-06 18:15:00,Wells,Other,0,Other,NA,NA,,171,0,61-70,Calm,SE,LO,No Precip
1999-08-23 13:38:00,Small,JF15,1,JF15A,0,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF15,0,JF15B,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF15,0,JF15C,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,0,JF16H,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,0,JF16J,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,0,JF16K,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,0,JF16L,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,1,JF16CD,35,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,1,JF16EF,133,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,1,JF16G,0,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,0,JF16A,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF19,1,JF19BD,57,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF19,0,JF19A,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF18,0,JF18A,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,JF16,0,JF16M,NA,NA,,,,41-50,LB,E,LO,Drizzle
1999-08-23 13:38:00,Small,Other,0,Other,NA,NA,,225,0,41-50,LB,E,LO,Drizzle
1998-08-22 16:08:00,Small,JF15,1,JF15A,0,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF15,0,JF15B,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF15,0,JF15C,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,0,JF16H,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,0,JF16J,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,0,JF16K,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,0,JF16L,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,1,JF16CD,0,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,1,JF16EF,194,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,1,JF16G,0,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,0,JF16A,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF19,1,JF19BD,24,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF19,0,JF19A,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF18,0,JF18A,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,JF16,0,JF16M,NA,NA,,,,51-60,C,NA,HO,NA
1998-08-22 16:08:00,Small,Other,0,Other,NA,NA,,218,0,51-60,C,NA,HO,NA
1998-08-13 00:00:00,Small,JF15,1,JF15A,2,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF15,0,JF15B,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF15,0,JF15C,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,0,JF16H,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,0,JF16J,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,0,JF16K,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,0,JF16L,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,1,JF16CD,109,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,1,JF16EF,153,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,1,JF16G,9,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,0,JF16A,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF19,1,JF19BD,48,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF19,0,JF19A,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF18,0,JF18A,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,JF16,0,JF16M,NA,NA,,,,NA,NA,NA,NA,NA
1998-08-13 00:00:00,Small,Other,0,Other,NA,NA,,321,0,NA,NA,NA,NA,NA
1991-08-27 15:44:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,1,JF16CD,75,NA,0,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF19,1,JF19BD,62,NA,0,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,15-25,N,30% Cloud,NA
1991-08-27 15:44:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,137,0,NA,15-25,N,30% Cloud,NA
1991-08-27 10:28:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,1,JF16CD,60,NA,0,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF19,1,JF19BD,62,NA,2,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,10-20,N,Clear,NA
1991-08-27 10:28:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,122,0,NA,10-20,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16CD,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF19,1,JF19BD,12,NA,12,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 12:08:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,12,0,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,1,JF16CD,28,NA,0,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF19,1,JF19BD,36,NA,1,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,30,N,Clear,NA
1991-08-26 11:00:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,64,0,NA,30,N,Clear,NA
1991-08-25 17:00:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,1,JF16CD,51,NA,6,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF19,0,JF19BD,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,NA,NA,NA,NA
1991-08-25 17:00:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,51,0,NA,NA,NA,NA,NA
1991-08-25 15:22:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,1,JF16CD,36,NA,17,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF19,1,JF19BD,53,NA,0,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,10-20,W,Cloudy,Showers
1991-08-25 15:22:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,89,0,NA,10-20,W,Cloudy,Showers
1991-08-24 12:00:00,Mathisen/Kline,JF15,1,JF15A,0,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF15,1,JF15B,0,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF15,1,JF15C,0,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16H,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16J,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16K,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16L,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,1,JF16CD,103,NA,4,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16G,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16A,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF19,1,JF19BD,0,NA,0,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF19,0,JF19A,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF18,0,JF18A,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,JF16,0,JF16M,NA,NA,NA,,,NA,45,E,Overcast,NA
1991-08-24 12:00:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,103,0,NA,45,E,Overcast,NA
1991-08-23 14:40:00,Mathisen/Kline,JF15,0,JF15A,NA,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF15,0,JF15B,NA,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF15,0,JF15C,NA,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16H,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16J,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16K,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16L,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16CD,65,NA,3,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16EF,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16G,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16A,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF19,1,JF19BD,2,NA,1,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF19,1,JF19A,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF18,1,JF18A,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,JF16,1,JF16M,0,NA,NA,,,NA,0-5,Variable,Clear,NA
1991-08-23 14:40:00,Mathisen/Kline,Other,0,Other,NA,NA,NA,67,0,NA,0-5,Variable,Clear,NA
1988-07-05 00:00:00,Kline,JF15,0,JF15A,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF15,0,JF15B,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF15,0,JF15C,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16H,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16J,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16K,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16L,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,1,JF16CD,20,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16EF,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16G,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16A,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF19,0,JF19BD,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF19,0,JF19A,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF18,0,JF18A,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,JF16,0,JF16M,NA,NA,NA,,,NA,NA,NA,NA,NA
1988-07-05 00:00:00,Kline,Other,0,Other,NA,NA,NA,20,0,NA,NA,NA,NA,NA
